Sum of receipts,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,
Row Labels,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Grand Total
COMMERCE& ECONOMIC OPPORTUNITY,,,,,,,171793.83,189017.39,831029.9,469250.96,229723.48,416324.08,177031.59,500458.38,216102.84,36248.96,683889,496327.22,1198793.5,31170.39,173967.05,,,337500,380000,354750,6893378.57
"COMMERCE,DEPARTMENT OF",65996,89147,25134,12536,12597,444093.67,197473.06,97281.49,,,,,,16312.63,7473.33,14946.65,,,,,,,63530.08,49963.53,,,1096484.44
CONFERENCE FEES,80500.24,148668.41,145414,115288.94,123985,93561.51,119543,114910,117370,102841.55,122453.96,28696,32395.72,3080,,561794.61,,,1922.58,27215.95,,,2918.21,,,,1942559.68
CONSUMER PRODUCT SAFETY COMM,1330,780,765,,260,,2010,3969.91,1024.46,,5045,,20,,,1800,4200,2600,2070,,2060,2750,13662.8,5550,3140,,53037.17
CORP FOR NATIONAL SERVICE,15400,11015.28,15800.18,5700,12426.14,4063.76,,,,,,,,,,,,,,,,,,,,,64405.36
COUNCIL OF GREAT LAKES GOV,58000,39000,20000,36239.36,143405.45,142510.68,990354.93,898068.38,,38761.4,47319.99,47630.55,53260.08,14176.55,6156.4,18985.95,6153.06,22379.5,25993.7,27323,15911.3,26625.5,43385,26162.25,20396.5,32554.75,2800754.28
CRIMINAL JUSTICE INFORMATION,,,,,2063981.29,1245516,1200000,37500,,,,,,,,80000,58020.65,,,,,,,,,,4685017.94
CRIMINAL JUSTICE TRUST FUND,8091789.14,10959008.18,11858116.91,16681673.33,27656792.39,19528365.07,5205883.59,14421827.26,17717886.5,19537267.78,21173581.6,3968308.83,8129290.9,4018344.83,4603730.2,5706810.24,3395742.73,3377937.88,2156229.47,2350355.75,1285064.06,1310982.22,696630.53,356279.12,994978.37,1542914.75,216725791.6
DCFS CHILDREN'S SERVICES,10000,,,,,,,,,,,,,,,,,,,,,,,,,,10000
"DEFENSE,DEPARTMENT OF",4634247.29,4918937.7,5112148.37,5336171.98,5375482.47,6157621.6,6403880.25,7347192.6,7803973.89,8224628.21,7892900.09,8334502.4,16103115.23,16522035.3,18065664.05,18351128.07,17103562.72,17606167.42,17170821.36,21073760.15,21844656.1,25359227.47,27759047.57,29612111.84,31399503.94,43642560.95,399155049
DEPARTMENT OF COMMERCE,,,,,,,1003310.57,445595.44,81903.49,256817.02,12011,12358,396923.15,,59317.97,311069.21,828357.63,2361186.29,2699511.17,1905204.2,1600087.39,1650526.67,1277596.16,2230085.73,1668246.18,1506980.73,20307088
DEPARTMENT OF EDUCATION-FED,,,,,,,,,1515016380,1580481536,1631178205,1940750132,1665214262,1465478054,1532995936,1615318858,1780631721,1568789458,1656515672,1710722276,1566374889,1646753124,1679195166,2467118407,3605362365,4012020406,34639916849
DEPARTMENT OF INSURANCE,,,,,,,,,,,,,,,,,16043483.51,26167664.38,12914087.37,52110.43,,,,,,,55177345.69
DEPT OF HOMELAND SECURITY,,,,,,,,1275447.07,1975201.44,1049223.54,200663.92,584.56,,,,,,,,,,,,,2108792,1481720,8091632.53
DEPT OF HOMELAND SECURITY-FEMA,,,,,,,149692.96,759297.07,1853116,17068586.32,24187481.77,5068618.74,2342137.88,1587935,494045.6,284160.31,25633.67,68405.19,80443.31,50000,111648.59,149339.15,116803.76,113012.1,70345.67,56740.19,54637443.28
DEPT OF HOMELAND SECURITY-ODP,,,,,,,,,4652663.99,5285005.17,3939348.39,7989861.61,9600326.63,13046290.03,1188626.01,,,,,,,,,,,,45702121.83
DEPT OF JUSTICE-FORFEITURES,,,,,,,,28704.96,7514.67,72090.31,8526.77,40653.14,17674.84,119432.74,,218.72,4393.45,5729.8,143590.47,348790.18,261611.02,314615.66,94651.69,1596.71,47519.68,57247.48,1574562.29
DEPT OF PUBLIC HEALTH,,,,,,,,,,,,,,250000,450000,,569274.74,540000,279462,280000,,,,,,,2368736.74
DHHS-CHAFEE AWARD,,,,,,,,,,5716479,1949998.65,5344556,7520806,6852741,7185105,13517831,1928499,7332639,,,,,,,,,57348654.65
DHHS-REFUGEE SERVICES,,,,,,,,690802.18,76758.4,,,,,,5846.6,,,,,,,,,,,,773407.18
DHHS-TRNG SCHOOL HEALTH PERSNL,,,,,,,,169346.79,152174.45,255143.65,234561.88,277999.83,251816.03,287702.61,254362.59,176928.04,92374.71,304740.52,845125.8,1933917.64,4388293.5,3572641.34,6649375.15,11148519.89,17327288.19,12708276.97,61030589.58
DHS - TANF GRANT,,,,,,,3000000,3000000,3000000,,,,,,,,,,,,,,,,,,9000000
DHS FEDERAL PROJECTS,,,5005000,10799999,704700,38431.2,41000,,,,,,,,,,,,421948.02,3736080.02,3084320.35,5323439.46,,,,,29154918.05
DHS/FEDERAL PROJECTS FUND,,,,,,,,15000,100000,90000,40000,40000,40000,25000,,43750,,,,,,,,,3834975,5906415.28,10135140.28
DHS-USDA FOOD NUT SVC,,,,,,,,,,,11000,11000,11000,11000,11000,,,,,,,,,,,,55000
DNR/USEAP,,,,,,,,,,,,,,,,,200000,,,,,,,,,,200000
DOE -  WEATHERIZATION,,,,,,,,140,104,258,223,78,3,,,,,,,,,,,,,,806
DOL-YOUTH ACADEMIC & WORKSKILL,,,,,,,,353840.54,316663.7,176255.76,376683.69,124740.14,,,,,,,,,,,,,,,1348183.83
DRUG ENFORCEMENT ADMIN,450000,380000,445000,350000,189000,422000,298000,298000,287183,288000,290000,300000,225000,215000,175000,170000,165000,170000,100000,83000,130000,,25281.46,24512.65,47077.56,72102.58,5599157.25
EASTERN ILLINOIS UNIVERSITY,,879.12,,,,,,,,,,,,,,,,,,,,,,,,,879.12
"EDUCATION, DEPARTMENT OF",820342148.2,785627920.9,899925445.1,934258829.4,1066984934,1405282671,1409905994,1522972799,,,,,,,,,,,,,,,,,,,8845300742
"EDUCATION, US DEPARTMENT OF",616436,615475,592213,598038,564118,536855.68,571128.57,874133.24,781261.98,132609.12,2432578.54,2798499.89,2993074.21,3349046.03,2090987.6,3187041.76,1885498.76,3771820.68,2210183.6,2863993.46,4150853.4,,3802215.43,334059.28,5517404.65,5413354.17,52682880.05
EMERGENCY MANAGEMENT AGENCY,3701882.03,4489996.22,5631118.26,5643239.69,5536485.48,6492830.34,7121017.76,9031783.59,4353536.7,1944629.29,2035333.66,1548814.97,1367545.35,1098793.94,2064008.71,735642.12,520200.94,453341.1,688181.96,1286559.49,1162530.36,1323603.4,5955184.01,1720736.63,1993650.63,3436996.86,81337643.49
"ENERGY, DEPARTMENT OF",470606.98,276757.31,376251.37,392698.3,401730.27,409348.09,,52968.1,,,,,,,,,,,,,,,,,,,2380360.42
"ENERGY,DEPARTMENT OF",8749113.22,9346623.24,9859555.11,9841700,11799731.39,14873991.78,16006769.18,14823854.9,16103840,16377264.37,15686053.59,15446973.01,21694764.76,8235137.57,10526741.75,9702808.73,9938605.24,15953124.5,13992917.05,16351126.18,11272583.48,12870370.54,15229354.12,14550899.47,17631406.1,23334419.71,360199729
ENVIRONMENTAL PROTECTION,1649,,,,,,,,,,,,,,,,,,,,,,,,,,1649
ENVIRONMENTAL PROTECTION AGN,78726309.7,110033495.7,127242044.5,136858286.2,133077342.4,143503501.3,170942396.5,119643064.2,61360227.58,136306677.2,66848326.02,88834879.01,66811225.4,194192164.6,116384915.5,178101897,195058756.3,183675862.1,209960745.4,165071573.9,99912344.19,179624781.6,146505888.5,141342252.4,169635158,101914028,3521568143
EQUAL EMPLOYMENT OPPORTUNITY,2256512.47,2025192.5,1875311.44,1362154,783928,2407500,1722602.3,1968173.51,1381352.92,1351976,503800,2125280,1320250,996550,1792200,1689450,1431400,1613800,2336650,577000,1457310,1369110,1353900,1482560,1417800,1038850,39640613.14
FAMILY VIOLENCE PREVENT/SERV,2095907,2445063,2534560,3030166,2989665,1644159,3727263,1801176,2857447,2804831,2762244,3206842,3361679,2713255,2731257,3817408,3398128,3451582,3059273,3039740,3155011,3295823,3247384,3928109,4357189,6796640,82251801
FED - VARIOUS - CRF,,,,,,,,,,,,,,,,,,,,,272746.37,386467.05,367950.79,377543.01,333382.87,276144.28,2014234.37
FED ELECT ASSIST-IND W/DISABLT,,,,,,,,852358,189983.8,142863.96,66914.09,608895.34,4990069.56,7666029.14,187745.82,328860.95,794875.34,374760.3,51070.95,210180.41,13233680.41,661615,28706741.84,5897067,2143228,2460286.06,69567225.97
FED ENERGY REGULATORY COMMISS,,,,,,,,,,,,,,,,233417.14,,,,,,,,,,,233417.14
FED GOV/FEMA GRANT 1170,5694664.98,138473.31,135404.56,379868.51,2486.78,,,,,,,,,,,,,,,,,,,,,,6350898.14
FED GOVERNMENT/VARIOUS,,,,,,399744.53,430131.03,373329.85,308778.27,398972.53,308187.8,403285.89,421545.81,412178.6,381807.79,448952.89,369957.03,292784.23,280757.7,316168.82,118669.23,64105.44,13947.13,7690.5,662739.66,557172.27,6970907
FED INT SUBSIDY-B A BONDS,,,,,,,,,,,,,,61810016.24,63909088.45,59199309.26,56876207.55,58249139.93,57009326.63,54116494.43,49657730.28,47492980.73,36242988.15,43617615.1,48535520.13,36607562.67,673323979.6
FED JOBS & GROWTH TAX RELIEF,,,,,,,422320693.4,,,,,,,,,,,,,,,,,,,,422320693.4
FED MONIES - TANF GRANT,522623471,512039645,451263554,520304576,541992741,585056960,564554475,585056960,585809178,585056960,585056960,585056960,584956960,581275583,584215374,584942888,584564445,586036289,540878065,573543893,609859593,514266129,620736932,619835091,599020557.3,605933192,14813937431
FED MONIES VIA IDVA,,,,,,,,,,,,,,,,,,,,,,,,,,65158396.6,65158396.6
FED MOTOR CARRIER SAFETY ADM,,,,,,,,311312.88,373874.24,119680,427201,,142488.29,435196.69,395623.86,306988.24,42653.84,189336.18,193821.17,66607.5,87196,267292.5,387429.88,310305.76,19670,,4076678.03
FED REIM DUE FROM 957 FUND,10190926,,,,,,,,,,,,,,,,,,,,,,,,,,10190926
FED STIM VIA OTHER STATE AGCY,,,,,,,,,,,,,,5759.46,,,,,,,,,,,,,5759.46
FEDERAL ENERGY FUND,,2165,4330,2165,,2700,,,,,,,,,,,,,,,,,,,,,11360
FEDERAL GOVERNMENT - ICN,,,,,,,,3781162.57,2566550.03,22558.24,4161324.26,2665057.15,789833.77,1537697.07,3257419.51,66607.87,5179664.92,109768.97,,,,,,,,,24137644.36
FEDERAL MONEY VIA OTHER STATE,157101.79,5000,69707.6,647296.38,938825.66,1163248.22,456568.25,41250,41250,22442,150264.25,152365.62,198220.52,37637.1,10000.16,51812.81,201537.43,534382.28,1370913.4,729075.79,,,,10479295.62,10300624.95,8519324.64,36278144.47
FEDERAL MONIES VIA MICH. ST. U,,27460,8096.29,60768.98,53357.67,23412.47,20000,22500,5000,830038.33,210868.64,8000,2108679.5,5202.15,81403.71,207815.92,53784.68,89410.43,587116.06,651963.74,568165.4,354227.91,178956.14,66284,35938.64,,6258450.66
FEDERAL PROGRAM INCOME,31926.77,33991.66,53271.77,29618.7,35260.12,10419.17,65309.38,27854.85,108330.53,82423.42,202194.44,176264.19,341257.83,499257.07,580884.29,279838.15,6748.95,18703.81,21002.19,343519.15,12173213.95,22542730.11,4702805.76,519693.42,,,42886519.68
FEDERAL PROGRAM INCOME/HHS,,3211.11,,,,,,,,,,,,,,,,,,,,,,,,,3211.11
FEDERAL RAILROAD ASSOCIATION,,,,,,,496750,96.65,,495000,37795.3,81923.52,386080.95,503447.07,403257.33,4956.68,42969.18,857818.16,137946.39,54360.43,116959.76,,,,,,3619361.42
FEDERAL STIMULUS PACKAGE,,,,,,,,,,,,1988278532,3250462860,2657681682,558745866.8,132890253.6,73054650.4,19865796.07,11006743.74,,,,3518945366,228414388.9,8855749425,660762731.1,21955858296
FEDERAL WORKFORCE TRAINING,,,,,,,9985189.81,7107225.49,,,,,,,,,,,,,,,,,,,17092415.3
FEMA,,,,,,,,,,,,,29515351.02,32628104.27,59677015.17,6897677.66,31049629.24,24922826.64,17521011.24,19990121.97,13395427.37,4262999.72,89112827.24,847038897.2,808513068.7,444112033.7,2428636991
FEMA - 1416DR,,,,,514510.78,9437743.44,1151628.26,1429188.12,2925653.85,1127695.23,3938109.94,56492143.38,,,,,,,,,,,,,,,77016673
FEMA - CHECKS,,,,,,13.62,,,123398.56,,,,,,,,,,,,,,,,,,123412.18
FEMA #3134-EM-IL,,23023186.32,5568291.5,136819.81,209320.49,96732.08,221819.3,,,,,,,,,,,,,,,,,,,,29256169.5
FEMA #3161,,,,14198700.06,1022947.76,197185.02,132393.06,255.13,,,,,,,,,,,,,,,,,,,15551481.03
FEMA GRANT #1170,5022,,,,,,,,,,,,,,,,,,,,,,,,,,5022
FEMA GRANT #1278,,,22092,5890.55,123046.14,762.35,,,,9778.37,,,,,,,,,,,,,,,,,161569.41
FEMA GRANT #1368,,,,,257102.89,,,,9012.85,,,,,,,,,,,,,,,,,,266115.74
FEMA GRANT 1170,619171,79209,367497,,20655,,,,,,,,,,,,,,,,,,,,,,1086532
FEMA GRANT 3871,164514,,,,,,,,,,,,,,,,,,,,,,,,,,164514
FEMA/AGREEMENT #1053DR,2371996.81,1916190.72,539250.73,91910.19,175743.58,326.92,17404.11,,,,,,,,,,,,,,,,,,,,5112823.06
FEMA/AGREEMENT #1110DR,285034.42,323385.12,191795.77,63111.52,2124.2,7306.63,,,,,,,,,,,,,,,,,,,,,872757.66
FEMA/AGREEMENT #1112DR,5183737.41,2497109.68,1066796.18,532334.87,362365.77,192530.59,116586.17,90765.42,277.83,60967.91,128156.11,,,,,,,,,,,,,,,,10231627.94
FEMA/AGREEMENT #1129DR,12576462.85,7398417.07,2955015.03,1751688.48,941870.87,4015.25,1061987.99,,,32635.56,,,,,,,,,,,,,,,,,26722093.1
FEMA/AGREEMENT #860-DR,742204.72,,,,3807284.23,1295924.33,304831.74,8669.78,32713.89,22434.22,2801.84,1003781.47,10331.12,,,,,,,,,,,,,,7230977.34
FEMA/AGREEMENT #871,,,302743.33,,,,,,,,,,,,,,,,,,,,,,,,302743.33
FEMA/AGREEMENT #997DR,2539889.47,2267200.32,3654454.1,2441311.64,1144976.97,503006.34,1204187.95,39167.88,,3957.19,,,,,,,,,,,,,,,,,13798151.86
FEMA/AGREEMENT 1368-DR,,,,83602.96,,,,,,,,,,,,,,,,,,,,,,,83602.96
FEMA/GRANT #1188 DR,4042043.34,349067.53,8169810.39,746248.43,1040325.39,586334.23,25566.6,,162695.74,2096.29,,,,,,,,,,,,,,,,,15124187.94
FEMA-0871-HM,,,,442109,,,,,,,,,,,,,,,,,,,,,,,442109
FEMA-1416,,,,,,,,,,,,485967.87,286452.41,18072.21,89436.05,6317.82,,,,,,,,,,,886246.36
FEMA-1729-DR-IL,,,,,,,,,,,240919.29,63817.73,70321.88,16478.98,13250.02,,,,,,,,,,,,404787.9
FEMA-AGREEMENT #941,343,25254.17,757892.76,3351.96,372317,5050.43,226507.41,,,,,,,,,,,,,,,,,,,,1390716.73
FEMA-DISASTER 3230,,,,,,,,,3909859.52,12364079.93,785025.7,322280.17,26805.75,,,,,,,,,,,,,,17408051.07
FEMA-STATE DISASTER #1025DR,291024.14,111787,119016.7,176701.07,10539.73,2831.09,1732.19,,,,,,,,,,,,,,,,,,,,713631.92
FOOD STAMP ADMINISTRATION,4747,909,26,29,19,27,28,26,8,37,26,13,18,12,20,19,6,10,,,,,,,,,5980
FY12 IL INNOV TALENT PROG-ISBE,,,,,,,,,,,,,,,150000,,,,,,,,,,,,150000
GENERAL REVENUE/SBE.,2964620.95,547259.58,,72516.61,,,,,,,,,,,,,,,,,,,,,,,3584397.14
GENERAL SERVICES ADMIN,,,,,,,44934647,98592092.55,,,,341749,253803,375188,,,,,,,,,,,,,144497479.6
GRANTEE INTEREST INCOME,47732.58,164061.61,136304.66,185732.04,167486.87,98498.76,38058.24,37255.54,97138,203423.92,217219.29,98703.33,315532.73,166315.21,96029.65,2767.12,2372.31,1136,1493.83,2653.75,17366.98,39263.42,54013.29,16621.48,788.8,10101.82,2218071.23
GRANTEE INTEREST INCOME-ARRA,,,,,,,,,,,,,5004,39260.25,57732.06,511.08,208.4,,,,,,,,,,102715.79
GREAT LAKES COMMISSION,,311922.02,89457.91,58360.34,19972.79,41006.45,40614.96,151995.28,32000,22250,26000,20000,,10604.41,113661.66,186271,244628,325842,212594,210402,212741,210352,220093,233907,295164,246695,3536534.82
HEALTH & HUMAN SERVICES,1447532.56,1688731.32,841089.58,1385194.39,1115639.13,1822320.61,7274.3,1438.75,4063.03,871.57,93050.1,68586.41,63928.09,64390.66,23750.05,,,,,19627.69,,,495824.17,395371.25,638980.02,473517.45,10651181.13
HEALTH AND HUMAN SERVICES,705211971.1,741943068.6,818984046.3,759916221.1,835521281.7,739035464.7,813937623.1,832977885.9,798862186.3,790490097.8,741209250.9,747824710.5,765285939.3,672492282.7,694195976,794983426.4,829502063.3,851753151.9,852328850.4,779265165.4,716993029.4,756006774.1,758686551.4,992424518.1,1244278865,1123023912,21157134313
HEALTH STANDARDS QUALITY,7078875,5708496,8388023,5494373,13360667,8792178,7603250,9195439,8144421,6183934,12499010,10051402,9658946,10755538,14724822,8249851,8417105,14794797,17960605,10230933,10295240,10500000,20792150,7500000,18359129,17070409,281809593
HEALTH SURVEY QUALITY BOARD,,32,24,2,,,,2,2,,,,,,,,,,,,,,,,,,62
HEALTH/HUMAN SER-CCDBG MATCH,33105850,41650219,52109821,61823590,68003804,63785795,72764986,67191337,70628549,76761977,73899015,72677919,73232474,72807933,62680115,73289363,70237367,69594829,51701341,62766317,67266027,71254218,62133036,81174397.45,84626870.37,99147448.76,1756314599
HEALTHCARE & FAMILY SVCS,,,,,,,,,,,,,85000,15413082.45,796647.46,,1187500,300000,,,,,,,,,17782229.91
HEALTHY MARRIAGE REIM,,,,,,,,,,9,10,,,,,,,,,,,,,,,,19
HEW/EDUC ANNUAL INTEREST,381371.75,89986,59852,29926,29926,,,,,,,,,,,,,,,,,,,,,,591061.75
HHS FEDERAL BLOCK GRANT,119755332.2,116940370.3,134713998.8,202815458.9,178097595.3,181173883,190032344.5,180051356.4,219176796.8,253494796.7,204578236.4,292394629.4,311317274.4,260012082.8,262459038.6,276356795.8,279729937.4,265830217.7,203831480.1,203571947.8,196156344.5,258427129,236675198.9,348843737.6,460264746.3,443902758.8,6280603488
HHS/FAMILY SUPPORT ADMIN,837062,,,,,,,,,,,,,,,,,,,,,,,,,,837062
HOMELAND SECRTY-PORT SEC GRNTS,,,,,,,,,,,,,,,177416.76,591406.02,,,,,,,,,,,768822.78
HOMELAND SECURITY,,,,,,,,40412,537.5,,,,,,,,,,,,,,,,,,40949.5
HOUSING & URBAN DEVELOPMENT,22084353.7,22492235.99,14876600.02,13101100.77,29235246.41,21408420.26,18974062.89,22560641.61,29838486.98,29644023.52,20975549.53,31026336.82,10231060.62,20945040.62,29497880.84,13587706.88,11070120.04,22789254.4,6533693.82,6884614.87,5548193.92,9577899.64,5783596.08,13706791.1,27217037.27,12948377.47,472538326.1
ICCB ADULT EDUCATION,,,,,,395488,614685,614654,634031,617455,624084,521318,548439.97,583150.11,531153.41,301683.88,743837,491368.57,160600.98,303571.23,613730.87,653831.47,232565.99,890969.44,535924.18,613721.65,11226263.75
ICCB-U.S.DEPT OF EDUCATION,,,,,,,,41652,41652,31857.75,52271.25,,,,,,,,,,,,,,,,167433
ICJIA - DRUG GRANT,,,,,,,,,,,,,,,,,,,,83911.8,341768.82,3000,,,,,428680.62
ICJIA PROBATION TRAINING,43276,27239,,,,,,,,,,,,,,,,,,,,,,,,,70515
IEMA-FEMA,,,,,,30675.75,,24742.91,179265.72,262169.53,24632.04,220198.6,114762.37,16975,1166074.24,,129469.34,87448.25,14052.93,,,2028696.76,10099913.72,1956636.02,79846181.42,53046518.69,149248413.3
IEMA-HOMELAND SECURITY,,,,,,,,506046.81,474835.88,641584.65,508308.09,1356950.71,551251.74,461524.66,927525.42,446451.71,825815.68,164105.23,743121.65,530468.51,150328.6,259158.43,203551.68,299857.06,1076952.19,1788848.33,11916687.03
IEMA-U.S. DEPT HOMELAND SEC,,,,,,,37721.78,,,218446.82,205065.9,18713.75,245246.81,43530,,,26609.28,1523.29,16960.53,,,,,,,,813818.16
IEMA-U.S. DEPT OF JUSTICE,,,,,,,144399.56,,,,,,,,,,,,,,,,,,,,144399.56
IEMA-U.S. HOMELAND SECURITY,,,,,,,,527399.48,503548.52,78787.1,3082385.34,3199136.31,2510861.05,2238443.03,3691894.59,4462775.56,3425561.5,3076220.06,1019778.23,892247.75,9861729.48,1455096.3,2130855.5,1891131.92,1546627.39,857284.48,46451763.59
IEMA-US DEPT OF COMMERCE,,,,,,,,,,,,,,25000,,,,,,,,,,,,,25000
IL DOT/U.S. DOT,,,,,,12768618.67,7083324.98,30014915.31,529241.05,470456.48,4259395.2,402501.28,913849.04,491099.25,1514458.6,1473978.08,1501354.17,2139972.53,1231969.86,2524100.76,2573642.27,71234.32,,299392.74,,,70263504.59
IL EMERGENCY MANAGEMENT AGN,,25518.75,,1020.75,,122004.74,43376.95,30002.86,,,,,,50000,,,,,,,,,,,,,271924.05
IL HOUSING DEVELOPMENT AUTHORI,,,,,,,,,,,,,670207.5,158057.5,244565.34,118012.33,12397.5,,,,,,,,,,1203240.17
IL HOUSING DVLPMNT AUTHORITY,,,,,,,,,,,,30240,,,,,,,,,,,,,,,30240
INDIRECT COST REIMBURSEMENT,13534948.76,20790838.37,12190416.71,17098660.7,8972683.83,8952247.47,8715143.42,10866575.82,9745797.37,8969627.36,8994547.74,10960770.72,11403914.57,9123589.76,9929162.56,8012988.46,14313284.09,12887803.21,12174963.3,9769571.24,8574611.93,13683309.5,13912828.47,14261189.51,18030912.17,21838958.02,317709345.1
INDIRECT COST/FEDERAL NAT COMM,1853.57,,,,,,,,,,,,,,,,,,,,,,,,,,1853.57
INTEREST EARNED ON WIC ACCT,36158.97,66366.83,4896.61,,,,,,,,,,,,,,,,,,,,,,,,107422.41
"INTERIOR, DEPARTMENT OF",15719939.51,17238228.39,19906874.22,20696050.76,23257275.24,22480811.78,19003465.05,22500072.51,22998017.64,23201646.39,25634564.8,25926411.1,30527563.28,39284699.41,45392061.39,39380809.9,45502071.64,55150804.18,29174716.23,32631591.72,60135084.11,43715140.3,36883054.58,45072474.85,67720788.53,63767322.18,892901539.7
INTERIOR/HISTORIC PRESERV,63000,86900,76664,86649,72719,95496,462672,1134741.42,993191,674322.9,75000,,,,,,,,,,,,,,,,3821355.32
INTERIOR/NATIONAL PARK SERV,18000,12665.06,10120.8,,13113.6,103750,,,37189,,,,,,,,,,,,,,,,,,194838.46
ISBE - TEACHER QUALITY,,,,,,,,,,,,,,,,,,,,165831.43,127319.93,158472.82,233348.15,198395.82,27454.99,23454.8,934277.94
ISBE - TITLE II - TEACHER QUAL,,,,,,,,,,,,,,,,8130,12463,,12568,,,,,,,,33161
ISBE FED NATL COMMUNITY SERV,,1109,525,1017,1079,1242.39,1395.68,,,,,,,,,,,,,,,,,,,,6368.07
ISP  FEDERAL PROJECTS FUND,,200000,,19693,,4290,848.69,,,,,,,,,,,,,,,,,,,,224831.69
JOB TRAINING PARTNERSHIP ACT,956422.57,3334074.77,5616290.56,1375905.32,,,,,,,,,,,,,,,,,,,,,,,11282693.22
"JUSTICE, DEPARTMENT OF",17010701.9,23267884.54,18921343.62,48634639.58,35875053.61,34603145.58,45076600.77,,,,,,,,,,,,,,,,,,,,223389369.6
JUSTICE/COURT RESTITUTIONS,,,341.99,68.37,1409.49,468.75,960.71,77.56,304.97,62.44,151032.5,155232.5,,,,,,,,,,,,,,,309959.28
JUVENILE ACCT INCENTIVE BLOCK,,,,,21701,,,,82045,27400,,,,,,,,,,,,,,,,,131146
JUVENILE JUSTICE TRUST,48613,404100,637377,386000,418200,443300,506571.89,462233.18,304951.4,197687.22,291156.03,312600,622984.23,453524.18,497425.6,247794.66,628878.85,442685.55,277156.98,115390.06,296635.22,52459.83,30316.7,70385.64,174592.88,237773.92,8560794.02
"LABOR, DEPARTMENT OF",723441.39,1545069.98,2298587.17,185434.32,17838,4493.09,860.99,,,,,,,,,,,,,,,,,,,,4775724.94
"LABOR,DEPARTMENT OF",310267291,315043149.7,347544768.5,274768488.7,342253804.8,379251353.9,342928449.3,330987179.7,353704909.2,334174468.3,336094491.4,337882215.6,399177345.1,382696166,396232978.8,366083995.3,332243862.3,330522565.6,350281609.4,323652146.8,349290727,336268769,340695387.3,444551479,474761143.5,417786278.1,9249145023
LAW ENFORCEMENT ADMIN,32157195.03,33179166.02,42283579.69,52120876.55,61705557.48,51845277.75,40940940.37,53363479.75,55571259.53,71086744.05,67712718.91,26007003.93,34708875.12,34225822.12,35494016.91,32309841.42,31074410.14,32353256.93,32769136.59,35451865.54,49064047.41,84259999.29,111029112.9,84299373.9,93275048.06,105709226,1383997831
LEARN AND SERVE AMERICAN,2500,5000,6500,7500,5000,11200,299,,,,,,,,,,,,,,,,,,,,37999
LENDING INST INTEREST INCOME,4612.7,8840.91,1825.26,2316.9,1332.3,171.47,24.97,,,,,,,,,,,,,,,,,,,,19124.51
LIHEA FEDERAL BLOCK GRANT,71233455.48,59952142.79,46011662.12,33187957.3,38389475.54,42606046.57,45602980.01,,,,,,,,,,,,,,,,,,,,336983719.8
LIHEAP - WEATHERIZATION,,,,,,,,40,61,119,111,28,,,,,,,,,,,,,,,359
LOCAL GOVT AFFAIRS TRUST,283402.2,902748.68,555258.13,,,,,,,,,,,,,,,,,,,,,,,,1741409.01
LOW INCOME HOME ENERGY ASSIST,,,,,,,,337,416,848,656,330,14,,,,,,,,,,,,,,2601
MATHEMATICA POLICY RESEARCH,,,,,110985.2,107985.6,17997.6,8998.8,8998.8,8998.8,,,,,,,,,,,,,,,,,263964.8
