fy,fund,agency,source,interfund_trans,from_fund,source_name,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,source_name_AWM,rev_type,rev_type_name,amnesty,local,type_assigned
2021,0339,684,0630,NA,NA,"LABOR,DEPARTMENT OF",720774.41,NA,IL COMM COLL BRD CONTRCT & GRT,IL COMMUNITY COLLEGE BOARD,D,SPECIAL STATE FUNDS,0339,0339,0,NA,1,IL COMM COLL BRD CONTRCT & GRT,D,Special State Funds,1,1,"LABOR,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0962,422,0643,NA,NA,"TRANSPORTATION, DEPARTMENT",716063.88,NA,PARK & CONSERVATION,"NATURAL RESOURCES",D,SPECIAL STATE FUNDS,0962,0962,0,NA,1,PARK & CONSERVATION,D,Special State Funds,1,1,"TRANSPORTATION, DEPARTMENT",57,Federal - Other,NA,NA,NA
2020,0991,422,0764,0,9999,INDIRECT COST REIMBURSEMENT,712031.66,rev ioc 03.11.2020,ABANDONED MINED LANDS RECLAM,"NATURAL RESOURCES",NA,NA,0991,0991,0,NA,1,ABANDONED MINED LANDS RECLAM,G,Federal Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2019,0988,340,0629,0,9999,U S DEPARTMENT OF JUSTICE,707521.89,rev ioc 12.11.2019,ATTORNEY GENERAL FEDERAL GRANT,ATTORNEY GENERAL,NA,NA,0988,0988,0,NA,1,ATTORNEY GENERAL FEDERAL GRANT,G,Federal Trust Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2019,0214,532,0608,0,9999,ENVIRONMENTAL PROTECTION AGN,697676,rev ioc 12.11.2019,BROWNFIELDS REDEVELOPMENT,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0214,0214,0,NA,1,BROWNFIELDS REDEVELOPMENT,D,Special State Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2019,0269,201,0618,0,9999,HEALTH AND HUMAN SERVICES,693360.73,rev ioc 12.11.2019,SUPREME COURT FEDERAL PROJECTS,SUPREME COURT,NA,NA,0269,0269,0,NA,1,SUPREME COURT FEDERAL PROJECTS,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2021,0991,422,0764,NA,NA,INDIRECT COST REIMBURSEMENT,688969.71,NA,ABANDONED MINED LANDS RECLAM,"NATURAL RESOURCES",G,FEDERAL TRUST FUNDS,0991,0991,0,NA,1,ABANDONED MINED LANDS RECLAM,G,Federal Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2020,0636,420,0604,0,9999,"DEFENSE,DEPARTMENT OF",686384.61,rev ioc 03.11.2020,COMMERCE & COMM AFFAIRS ASST,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0636-B,0636,2,NA,1,COMMERCE & COMM AFFAIRS ASST,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0538,422,0626,0,9999,"INTERIOR, DEPARTMENT OF",684550.25,rev ioc 03.11.2020,IL HISTORIC SITES,"NATURAL RESOURCES",NA,NA,0538,0538,0,NA,1,IL HISTORIC SITES,D,Special State Funds,1,1,"INTERIOR, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0689,406,0608,0,9999,ENVIRONMENTAL PROTECTION AGN,682373.94,rev ioc 12.11.2019,AGRICULTURE PESTICIDE CONTROL,AGRICULTURE,NA,NA,0689,0689,0,NA,1,AGRICULTURE PESTICIDE CONTROL,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2021,0269,201,0618,NA,NA,HEALTH AND HUMAN SERVICES,663324.12,NA,SUPREME COURT FEDERAL PROJECTS,SUPREME COURT,G,FEDERAL TRUST FUNDS,0269,0269,0,NA,1,SUPREME COURT FEDERAL PROJECTS,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0206,587,1970,0,9999,FED ELECT ASSIST-IND W/DISABLT,661615,rev ioc 12.11.2019,HELP ILLINOIS VOTE,STATE BOARD OF ELECTIONS,NA,NA,0206,0206,0,NA,1,HELP ILLINOIS VOTE,D,Special State Funds,1,1,FED ELECT ASSIST-IND W/DISABLT,57,Federal - Other,NA,NA,NA
2019,0523,426,1744,0,9999,ICCB ADULT EDUCATION,653831.47,rev ioc 12.11.2019,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,ICCB ADULT EDUCATION,57,Federal - Other,NA,NA,NA
2022,0497,588,0643,NA,NA,"TRANSPORTATION, DEPARTMENT",653715.87,NA,FEDERAL CIVIL PREPARED ADMIN,IL EMERGENCY MANAGEMENT AGCY,NA,NA,0497,0497,0,NA,1,FEDERAL CIVIL PREPARED ADMIN,G,Federal Trust Funds,1,1,"TRANSPORTATION, DEPARTMENT",57,Federal - Other,NA,NA,NA
2019,0465,422,0626,0,9999,"INTERIOR, DEPARTMENT OF",650000,rev ioc 12.11.2019,LAND & WATER RECREATION,"NATURAL RESOURCES",NA,NA,0465,0465,0,NA,1,LAND & WATER RECREATION,I,State Trust Funds,1,1,"INTERIOR, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0689,406,0608,NA,NA,ENVIRONMENTAL PROTECTION AGN,648465.81,NA,AGRICULTURE PESTICIDE CONTROL,AGRICULTURE,NA,NA,0689,0689,0,NA,1,AGRICULTURE PESTICIDE CONTROL,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2020,0855,422,0613,0,9999,EMERGENCY MANAGEMENT AGENCY,648005.91,rev ioc 03.11.2020,"NATIONAL FLOOD INSURANCE PROG","NATURAL RESOURCES",NA,NA,0855,0855,0,NA,1,"NATIONAL FLOOD INSURANCE PROG",G,Federal Trust Funds,1,1,EMERGENCY MANAGEMENT AGENCY,57,Federal - Other,NA,NA,NA
2022,0144,586,0771,NA,NA,HEALTH & HUMAN SERVICES,638980.02,NA,SBE SPECIAL PURPOSE TRUST,STATE BOARD OF EDUCATION,NA,NA,0144,0144,0,NA,1,SBE SPECIAL PURPOSE TRUST,I,State Trust Funds,1,1,HEALTH & HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2020,0063,482,0613,0,9999,EMERGENCY MANAGEMENT AGENCY,638860.76,rev ioc 03.11.2020,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,EMERGENCY MANAGEMENT AGENCY,57,Federal - Other,NA,NA,NA
2019,0636,420,0604,0,9999,"DEFENSE,DEPARTMENT OF",636343.31,rev ioc 12.11.2019,COMMERCE & COMM AFFAIRS ASST,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0636-B,0636,2,NA,1,COMMERCE & COMM AFFAIRS ASST,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0039,422,0626,NA,NA,"INTERIOR, DEPARTMENT OF",630376,NA,STATE BOATING ACT,"NATURAL RESOURCES",NA,NA,0039,0039,0,NA,1,STATE BOATING ACT,D,Special State Funds,1,1,"INTERIOR, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0497,588,0643,0,9999,"TRANSPORTATION, DEPARTMENT",628703.13,rev ioc 12.11.2019,FEDERAL CIVIL PREPARED ADMIN,IL EMERGENCY MANAGEMENT AGCY,NA,NA,0497,0497,0,NA,1,FEDERAL CIVIL PREPARED ADMIN,G,Federal Trust Funds,1,1,"TRANSPORTATION, DEPARTMENT",57,Federal - Other,NA,NA,NA
2021,0039,422,0626,NA,NA,"INTERIOR, DEPARTMENT OF",628350,NA,STATE BOATING ACT,"NATURAL RESOURCES",D,SPECIAL STATE FUNDS,0039,0039,0,NA,1,STATE BOATING ACT,D,Special State Funds,1,1,"INTERIOR, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0592,444,0629,0,9999,U S DEPARTMENT OF JUSTICE,616181,rev ioc 03.11.2020,DHS FEDERAL PROJECTS,HUMAN SERVICES,NA,NA,0592,0592,0,NA,1,DHS FEDERAL PROJECTS,G,Federal Trust Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2020,0191,588,0608,0,9999,ENVIRONMENTAL PROTECTION AGN,601754.25,rev ioc 03.11.2020,INDOOR RADON MITIGATION,IL EMERGENCY MANAGEMENT AGCY,NA,NA,0191,0191,0,NA,1,INDOOR RADON MITIGATION,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2019,0001,444,0677,0,9999,REFUGEE/ENTRANT PROGRAM,601605,rev ioc 12.11.2019,GENERAL REVENUE,HUMAN SERVICES,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REFUGEE/ENTRANT PROGRAM,57,Federal - Other,NA,NA,NA
2019,0673,446,0618,0,9999,HEALTH AND HUMAN SERVICES,589650.7,rev ioc 12.11.2019,DEPT OF INSURANCE FED TRUST,INSURANCE,NA,NA,0673,0673,0,NA,1,DEPT OF INSURANCE FED TRUST,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2021,0689,406,0608,NA,NA,ENVIRONMENTAL PROTECTION AGN,582555.03,NA,AGRICULTURE PESTICIDE CONTROL,AGRICULTURE,G,FEDERAL TRUST FUNDS,0689,0689,0,NA,1,AGRICULTURE PESTICIDE CONTROL,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2019,0011,494,0644,0,9999,AERONAUTICS ADMIN COST REIM,576370.7,rev ioc 12.11.2019,ROAD,TRANSPORTATION,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,AERONAUTICS ADMIN COST REIM,59,Federal Transportation,NA,NA,NA
2019,0894,422,0608,0,9999,ENVIRONMENTAL PROTECTION AGN,574906.04,rev ioc 12.11.2019,DNR FEDERAL PROJECTS,"NATURAL RESOURCES",NA,NA,0894,0894,0,NA,1,DNR FEDERAL PROJECTS,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2022,0001,478,2306,NA,NA,ENHANCED FED FIN PART-ARRA,573794,NA,GENERAL REVENUE,HEALTHCARE & FAMILY SERVICES,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,ENHANCED FED FIN PART-ARRA,58,Federal Medicaid Reimbursements,NA,NA,NA
2021,0538,422,0626,NA,NA,"INTERIOR, DEPARTMENT OF",571341.75,NA,IL HISTORIC SITES,"NATURAL RESOURCES",D,SPECIAL STATE FUNDS,0538,0538,0,NA,1,IL HISTORIC SITES,D,Special State Funds,1,1,"INTERIOR, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0522,478,0618,0,9999,HEALTH AND HUMAN SERVICES,560539,rev ioc 03.11.2020,MONEY FOLLOWS PRSN BDGT TRNSFR,HEALTHCARE & FAMILY SERVICES,NA,NA,0522,0522,0,NA,1,MONEY FOLLOWS PRSN BDGT TRNSFR,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2020,0520,493,0629,0,9999,U S DEPARTMENT OF JUSTICE,558271.42,rev ioc 03.11.2020,FEDERAL ASSET FORFEITURE,STATE POLICE,NA,NA,0520,0520,0,NA,1,FEDERAL ASSET FORFEITURE,D,Special State Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2022,0077,422,0608,NA,NA,ENVIRONMENTAL PROTECTION AGN,553970,NA,MINES & MINERALS UIC,"NATURAL RESOURCES",NA,NA,0077,0077,0,NA,1,MINES & MINERALS UIC,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2022,0619,497,0618,NA,NA,HEALTH AND HUMAN SERVICES,553514.63,NA,QUINCY VETERAN HOME,VETERANS' AFFAIRS,NA,NA,0619,0619,0,NA,1,QUINCY VETERAN HOME,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0962,422,0704,0,9999,ROAD FUND/ISTEA,551617.14,rev ioc 12.11.2019,PARK & CONSERVATION,"NATURAL RESOURCES",NA,NA,0962,0962,0,NA,1,PARK & CONSERVATION,D,Special State Funds,1,1,ROAD FUND/ISTEA,57,Federal - Other,NA,NA,NA
2022,0314,416,1748,NA,NA,FED GOVERNMENT/VARIOUS,546700.86,NA,FACILITIES MANAGEMENT REVOLV,CENTRAL MANAGEMENT,NA,NA,0314,0314,0,NA,1,FACILITIES MANAGEMENT REVOLV,H,Revolving Funds,1,1,FED GOVERNMENT/VARIOUS,57,Federal - Other,NA,NA,NA
2019,0765,422,0630,0,9999,"LABOR,DEPARTMENT OF",545185,rev ioc 12.11.2019,FEDERAL SURFACE MINING CONTROL,"NATURAL RESOURCES",NA,NA,0765,0765,0,NA,1,FEDERAL SURFACE MINING CONTROL,G,Federal Trust Funds,1,1,"LABOR,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0821,444,0618,0,9999,HEALTH AND HUMAN SERVICES,541790.1,rev ioc 12.11.2019,DRAM SHOP,HUMAN SERVICES,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2022,0523,426,1744,NA,NA,ICCB ADULT EDUCATION,535924.18,NA,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,ICCB ADULT EDUCATION,57,Federal - Other,NA,NA,NA
2020,0001,444,0764,0,9999,INDIRECT COST REIMBURSEMENT,535788,rev ioc 03.11.2020,GENERAL REVENUE,HUMAN SERVICES,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2021,0520,493,0629,NA,NA,U S DEPARTMENT OF JUSTICE,529055.96,NA,FEDERAL ASSET FORFEITURE,STATE POLICE,D,SPECIAL STATE FUNDS,0520,0520,0,NA,1,FEDERAL ASSET FORFEITURE,D,Special State Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2022,0433,494,0645,NA,NA,TRANS/RAILROAD ADMIN,504367.28,NA,FEDERAL HIGH SPEED RAIL TRUST,TRANSPORTATION,NA,NA,0433,0433,0,NA,1,FEDERAL HIGH SPEED RAIL TRUST,D,Special State Funds,1,1,TRANS/RAILROAD ADMIN,59,Federal Transportation,NA,NA,NA
2022,0921,444,0678,NA,NA,SSI INTERIM ASSISTANCE,503136.88,NA,DHS RECOVERIES TRUST,HUMAN SERVICES,NA,NA,0921,0921,0,NA,1,DHS RECOVERIES TRUST,I,State Trust Funds,1,1,SSI INTERIM ASSISTANCE,57,Federal - Other,NA,NA,NA
2019,0894,422,0594,0,9999,"AGRICULTURE, DEPARTMENT OF",498696.04,rev ioc 12.11.2019,DNR FEDERAL PROJECTS,"NATURAL RESOURCES",NA,NA,0894,0894,0,NA,1,DNR FEDERAL PROJECTS,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0001,482,0618,0,9999,HEALTH AND HUMAN SERVICES,496514.22,rev ioc 12.11.2019,GENERAL REVENUE,PUBLIC HEALTH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2020,0144,586,0771,0,9999,HEALTH & HUMAN SERVICES,495824.17,rev ioc 03.11.2020,SBE SPECIAL PURPOSE TRUST,STATE BOARD OF EDUCATION,NA,NA,0144,0144,0,NA,1,SBE SPECIAL PURPOSE TRUST,I,State Trust Funds,1,1,HEALTH & HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2020,0988,340,0629,0,9999,U S DEPARTMENT OF JUSTICE,494367.94,rev ioc 03.11.2020,ATTORNEY GENERAL FEDERAL GRANT,ATTORNEY GENERAL,NA,NA,0988,0988,0,NA,1,ATTORNEY GENERAL FEDERAL GRANT,G,Federal Trust Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2020,0904,493,0724,0,9999,CRIMINAL JUSTICE TRUST FUND,494155.44,rev ioc 03.11.2020,IL STATE POLICE FEDERAL  PROJS,STATE POLICE,NA,NA,0904,0904,0,NA,1,IL STATE POLICE FEDERAL  PROJS,G,Federal Trust Funds,1,1,CRIMINAL JUSTICE TRUST FUND,57,Federal - Other,NA,NA,NA
2021,0619,497,0618,NA,NA,HEALTH AND HUMAN SERVICES,489640.56,NA,QUINCY VETERAN HOME,VETERANS' AFFAIRS,D,SPECIAL STATE FUNDS,0619,0619,0,NA,1,QUINCY VETERAN HOME,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2021,0988,340,0629,NA,NA,U S DEPARTMENT OF JUSTICE,487063.9,NA,ATTORNEY GENERAL FEDERAL GRANT,ATTORNEY GENERAL,G,FEDERAL TRUST FUNDS,0988,0988,0,NA,1,ATTORNEY GENERAL FEDERAL GRANT,G,Federal Trust Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2020,0011,494,0644,0,9999,AERONAUTICS ADMIN COST REIM,485715.27,rev ioc 03.11.2020,ROAD,TRANSPORTATION,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,AERONAUTICS ADMIN COST REIM,59,Federal Transportation,NA,NA,NA
2021,0875,420,0752,NA,NA,FEDERAL PROGRAM INCOME,484109.64,NA,COM DEV/SMALL CITY BLK GRANT,COMMERCE AND ECONOMIC OPPORTUN,G,FEDERAL TRUST FUNDS,0875,0875,0,NA,1,COM DEV&SMALL CITY BLK GRANT,G,Federal Trust Funds,1,1,FEDERAL PROGRAM INCOME,57,Federal - Other,NA,NA,NA
2022,0580,592,0608,NA,NA,ENVIRONMENTAL PROTECTION AGN,480549.7,NA,FIRE PREVENTION DIVISION,OFFICE OF THE STATE FIRE MARSH,NA,NA,0580,0580,0,NA,1,FIRE PREVENTION DIVISION,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2022,0523,426,0724,NA,NA,CRIMINAL JUSTICE TRUST FUND,474897.9,NA,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,CRIMINAL JUSTICE TRUST FUND,57,Federal - Other,NA,NA,NA
2022,0894,422,0608,NA,NA,ENVIRONMENTAL PROTECTION AGN,464272.94,NA,DNR FEDERAL PROJECTS,"NATURAL RESOURCES",NA,NA,0894,0894,0,NA,1,DNR FEDERAL PROJECTS,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2021,0497,588,0643,NA,NA,"TRANSPORTATION, DEPARTMENT",462073.42,NA,FEDERAL CIVIL PREPARED ADMIN,IL EMERGENCY MANAGEMENT AGCY,G,FEDERAL TRUST FUNDS,0497,0497,0,NA,1,FEDERAL CIVIL PREPARED ADMIN,G,Federal Trust Funds,1,1,"TRANSPORTATION, DEPARTMENT",57,Federal - Other,NA,NA,NA
2019,0592,444,0629,0,9999,U S DEPARTMENT OF JUSTICE,457784,rev ioc 12.11.2019,DHS FEDERAL PROJECTS,HUMAN SERVICES,NA,NA,0592,0592,0,NA,1,DHS FEDERAL PROJECTS,G,Federal Trust Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2022,0765,422,0764,NA,NA,INDIRECT COST REIMBURSEMENT,456427.61,NA,FEDERAL SURFACE MINING CONTROL,"NATURAL RESOURCES",NA,NA,0765,0765,0,NA,1,FEDERAL SURFACE MINING CONTROL,G,Federal Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2022,0670,422,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",450162.79,NA,FEDERAL TITLE IV FIRE PROT,"NATURAL RESOURCES",NA,NA,0670,0670,0,NA,1,FEDERAL TITLE IV FIRE PROT,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0203,416,2104,NA,NA,MEDICARE PART D,435897.25,NA,TCHR HEALTH INSURANCE SECURITY,CENTRAL MANAGEMENT,NA,NA,0203,0203,0,NA,0,TCHR HEALTH INSURANCE SECURITY,I,State Trust Funds,0,0,MEDICARE PART D,57,Federal - Other,NA,NA,NA
2020,0580,592,0608,0,9999,ENVIRONMENTAL PROTECTION AGN,434041.25,rev ioc 03.11.2020,FIRE PREVENTION DIVISION,OFFICE OF THE STATE FIRE MARSH,NA,NA,0580,0580,0,NA,1,FIRE PREVENTION DIVISION,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2020,0039,422,0626,0,9999,"INTERIOR, DEPARTMENT OF",432263,rev ioc 03.11.2020,STATE BOATING ACT,"NATURAL RESOURCES",NA,NA,0039,0039,0,NA,1,STATE BOATING ACT,D,Special State Funds,1,1,"INTERIOR, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0673,446,0618,0,9999,HEALTH AND HUMAN SERVICES,430418.13,rev ioc 03.11.2020,DEPT OF INSURANCE FED TRUST,INSURANCE,NA,NA,0673,0673,0,NA,1,DEPT OF INSURANCE FED TRUST,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2021,0962,422,0704,NA,NA,ROAD FUND/ISTEA,425090.37,NA,PARK & CONSERVATION,"NATURAL RESOURCES",D,SPECIAL STATE FUNDS,0962,0962,0,NA,1,PARK & CONSERVATION,D,Special State Funds,1,1,ROAD FUND/ISTEA,57,Federal - Other,NA,NA,NA
2022,0063,482,0720,NA,NA,SPECIAL PURPOSE TRUST FUND,415144.24,NA,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,SPECIAL PURPOSE TRUST FUND,57,Federal - Other,NA,NA,NA
2022,0894,422,0764,NA,NA,INDIRECT COST REIMBURSEMENT,404000,NA,DNR FEDERAL PROJECTS,"NATURAL RESOURCES",NA,NA,0894,0894,0,NA,1,DNR FEDERAL PROJECTS,G,Federal Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2021,0855,422,0613,NA,NA,EMERGENCY MANAGEMENT AGENCY,399486,NA,"NATIONAL FLOOD INSURANCE PROG","NATURAL RESOURCES",G,FEDERAL TRUST FUNDS,0855,0855,0,NA,1,"NATIONAL FLOOD INSURANCE PROG",G,Federal Trust Funds,1,1,EMERGENCY MANAGEMENT AGENCY,57,Federal - Other,NA,NA,NA
2021,0001,482,0618,NA,NA,HEALTH AND HUMAN SERVICES,398859.98,NA,GENERAL REVENUE,PUBLIC HEALTH,A,GENERAL FUNDS,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2021,0144,586,0771,NA,NA,HEALTH & HUMAN SERVICES,395371.25,NA,SBE SPECIAL PURPOSE TRUST,STATE BOARD OF EDUCATION,I,STATE TRUST FUNDS,0144,0144,0,NA,1,SBE SPECIAL PURPOSE TRUST,I,State Trust Funds,1,1,HEALTH & HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0523,425,1876,0,9999,SBE-FED.DEPT OF AG/LUNCH REIMB,391964.48,rev ioc 12.11.2019,DEPT OF CORRECTIONS REIMBURSEM,JUVENILE JUSTICE,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,SBE-FED.DEPT OF AG/LUNCH REIMB,57,Federal - Other,NA,NA,NA
2019,0619,497,0618,0,9999,HEALTH AND HUMAN SERVICES,390718.78,rev ioc 12.11.2019,QUINCY VETERAN HOME,VETERANS' AFFAIRS,NA,NA,0619,0619,0,NA,1,QUINCY VETERAN HOME,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2020,0480,350,1961,0,9999,FED MOTOR CARRIER SAFETY ADM,387429.88,rev ioc 03.11.2020,SECRETARY OF STATE ID SECURITY,SECRETARY OF STATE,NA,NA,0480,0480,0,NA,1,SECRETARY OF STATE ID SECURITY,D,Special State Funds,1,1,FED MOTOR CARRIER SAFETY ADM,57,Federal - Other,NA,NA,NA
2019,9304,448,2614,0,9999,FED - VARIOUS - CRF,386467.05,rev ioc 12.11.2019,TECHNOLOGY MGMNT REVOLVING,INNOVATION AND TECHNOLOGY,NA,NA,0304-A,0304,1,2019,1,STATISTICAL SERVS REVOLVING,H,Revolving Funds,1,1,FED - VARIOUS - CRF,57,Federal - Other,NA,NA,NA
2020,0052,427,1689,0,9999,ONE STOP PARTICIPANTS,383609.5,rev ioc 03.11.2020,FEDERAL TITLE III SS & EMPLOY,EMPLOYMENT SECURITY,NA,NA,0052,0052,0,NA,1,FEDERAL TITLE III SS & EMPLOY,G,Federal Trust Funds,1,1,ONE STOP PARTICIPANTS,57,Federal - Other,NA,NA,NA
2022,0052,427,1899,NA,NA,COMMERCE& ECONOMIC OPPORTUNITY,380000,NA,FEDERAL TITLE III SS & EMPLOY,EMPLOYMENT SECURITY,NA,NA,0052,0052,0,NA,1,FEDERAL TITLE III SS & EMPLOY,G,Federal Trust Funds,1,1,COMMERCE& ECONOMIC OPPORTUNITY,57,Federal - Other,NA,NA,NA
2020,0001,478,2306,0,9999,ENHANCED FED FIN PART-ARRA,379259,rev ioc 03.11.2020,GENERAL REVENUE,HEALTHCARE & FAMILY SERVICES,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,ENHANCED FED FIN PART-ARRA,58,Federal Medicaid Reimbursements,NA,NA,NA
2022,0855,422,0613,NA,NA,EMERGENCY MANAGEMENT AGENCY,378368.96,NA,"NATIONAL FLOOD INSURANCE PROG","NATURAL RESOURCES",NA,NA,0855,0855,0,NA,1,"NATIONAL FLOOD INSURANCE PROG",G,Federal Trust Funds,1,1,EMERGENCY MANAGEMENT AGENCY,57,Federal - Other,NA,NA,NA
2021,0304,448,2614,NA,NA,FED - VARIOUS - CRF,377543.01,NA,TECHNOLOGY MGMNT REVOLVING,INNOVATION AND TECHNOLOGY,H,REVOLVING FUNDS,0304-B,0304,2,NA,1,TECHNOLOGY MGMNT REVOLVING,H,Revolving Funds,1,1,FED - VARIOUS - CRF,57,Federal - Other,NA,NA,NA
2019,0733,444,0618,0,9999,HEALTH AND HUMAN SERVICES,375824.85,rev ioc 12.11.2019,TOBACCO SETTLEMENT RECOVERY,HUMAN SERVICES,NA,NA,0733,0733,0,NA,1,TOBACCO SETTLEMENT RECOVERY,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
